Year,exclude,Film,Lead Studio,Critic Rating,Audience Rating,Story,Genre,Opening Weekend Theaters,Opening Weekend per Cinema,Domestic Gross,Foreign Gross,Worldwide Gross,Budget,Profitability,Opening Weekend Revenue,Oscar
2010,,The Runaways,Independent,68,56,Maturation,Biography,244,3300,3.57,1.11,4.68,10,0.4680,0.8,
2010,,The Social Network,Sony,96,89,Rags to Riches,Biography,2771,8100,94.08,105.52,199.6,50,3.9920,22.4,
2010,,The Sorcerer's Apprentice,Disney,42,57,Pursuit,Action,3504,5028,63.15,152.13,215.28,150,1.4352,17.6,
2010,,The Switch,Independent,52,44,Comedy,Comedy,2012,4193,27.78,19.95,47.73,19,2.5121,8.4,
2010,,The Tourist,Sony,20,44,,,2756,5977,67,210,278.34,100,2.7834,16,
2010,,The Town,Warner Bros.,94,83,Rivalry,Crime,2856,8322,92.18,52.37,144.55,37,3.9068,23.8,
2010,,The Twilight Saga: Eclipse,Summit,50,74,Monster Force,Drama,4468,14510,300.53,393.05,693.58,68,10.1997,64.8,
2010,,The Wolfman,Universal,33,38,Monster Force,Drama,3222,9770,61.98,77.81,139.79,150,0.9319,31.5,
2010,,Toy Story 3,Disney,99,91,Rescue,Animation,4028,27385,415,648.16,1063.16,200,5.3158,110.3,
2010,,Tron: Legacy,Independent,50,67,Fish Out Of Water,Action,3451,12578,148.21,143.2,291.41,170,1.7142,44.03,
2010,,True Grit,Paramount,96,86,,,3047,8149,171,79,250.93,38,6.6034,24,
2010,,Unstoppable,Fox,86,73,Rescue,Action,3207,7075,80.02,66,146.02,100,1.4602,22.69,
2010,,Valentine's Day,Warner Bros.,17,54,Love,Comedy,3655,15351,110.49,106,216.49,52,4.1633,56.2,
2010,,Vampires Suck,Independent,4,32,Comedy,Comedy,3233,3774,36.66,43.32,79.98,20,3.9990,12.2,
2010,,Wall Street: Money Never Sleeps,Independent,54,43,Rivalry,Drama,3565,5333,52.47,78.16,130.63,70,1.8661,19,
2010,,Why Did I Get Married Too?,Lionsgate,27,67,Comedy,Comedy,2155,13591,60.09,0.58,60.67,20,3.0335,29.3,
2010,,Yogi Bear,,14,36,,Comedy,3515,4669,100,101,201.58,80,2.5198,16.4,
2010,,You Again,Independent,18,45,Comedy,Comedy,2548,3300,25.7,6.16,31.86,20,1.5930,8.4,
2010,,You Will Meet a Tall Dark Stranger,Independent,43,35,Love,Comedy,402,,3.24,23.42,26.66,22,1.2118,0.16,
2010,,Youth in Revolt,The Weinstein Company,68,52,Love,Comedy,1873,3678,15.28,4.34,19.62,18,1.0900,6.9,
2009,,Average,,46.97,57.53,,,2622.62,8464.41,73.59,86.53,160.55,53.63,87.38,21.76,
2009,,2012,Sony,39,63,Escape,Action,3404,19165,165.60,602.40,767.90,200,3.8395,65.3,
2009,,(500) Days of Summer,Fox,87,81,Love,Comedy,817,4577,48.30,9.30,58.60,7.5,7.8133,3.8,
2009,,17 Again,Independent,55,70,Maturation,Comedy,3255,7288,64.20,72.10,136.30,20,6.8150,23.7,
2009,,A Christmas Carol,Disney,52,72,Transformation,Animation,3683,8159,137.90,185.70,323.60,190,1.7032,30.1,
2009,,A Serious Man,Universal,89,64,Love,Drama,6,41890,9.20,7.10,20.50,7,2.9286,0.3,
2009,,Alvin and the Chipmunks: The Squeakquel,Independent,21,59,Comedy,Animation,3700,13210,219.50,221.30,440.70,75,5.8760,48.8,
2009,,Angels & Demons,Sony,36,65,The Riddle,Mystery,3527,13100,133.40,352.60,485.90,150,3.2393,46.2,
2009,,Avatar,Fox,83,92,Metamorphosis,Action,3452,22313,743.80,1969.00,2712.85,237,11.4466,77,
2009,,Bride Wars,Fox,11,56,Comedy,Comedy,3226,6528,100.40,13.40,114.70,30,3.8233,21.1,
2009,,Bruno,Universal,68,48,Comedy,Comedy,2756,11110,60.10,70.70,130.80,42,3.1143,30.6,
2009,,Cloudy with a Chance of Meatballs,Sony,86,70,Comedy,Animation,3119,9716,124.90,87.80,212.70,100,2.1270,30.3,
2009,,Coraline,Universal,89,77,Journey and Return,Animation,2299,7329,75.30,46.60,121.90,60,2.0317,16.8,
2009,,Couples Retreat,Universal,12,47,Comedy,Comedy,3000,11429,109.20,57.20,166.40,60,2.7733,34.3,
2009,,District 9,Independent,91,81,Metamorphosis,Action,3049,12251,115.60,89.20,204.80,30,6.8267,37.4,
2009,,Drag Me to Hell,Universal,92,61,Monster Force,Horror,2508,6310,77.20,8.10,86.70,30,2.8900,15.8,
2009,,Fame,MGM,25,43,Maturation,Comedy,3096,3234,22.50,55.50,78.00,18,4.3333,10,
2009,,Fast and Furious,Universal,28,76,Revenge,Action,3461,20500,155.10,188.00,343.00,85,4.0353,70.9,
2009,,Friday the 13th,Paramount,25,52,Monster Force,Horror,3105,13066,65.00,26.40,91.40,19,4.8105,40.6,
2009,,G-Force,Disney,22,50,Comedy,Action,3697,8576,119.40,165.60,285.10,82.5,3.4558,31.7,
2009,,G.I. Joe: The Rise of Cobra,Paramount,33,62,Pursuit,Action,4007,13654,150.20,151.90,302.10,175,1.7263,54.7,
2009,,Hannah Montana: The Movie,Disney,44,66,Maturation,Comedy,3118,10367,79.58,70.52,150.09,35,4.2883,32.3,
2009,,Harry Potter and the Half-Blood Prince,Warner Bros.,83,75,Quest,Adventure,4325,17997,302.00,632.00,934.00,250,3.7360,77.8,
2009,,He's Just Not That Into You,Warner Bros.,42,60,Love,Comedy,3175,8751,94.00,84.50,178.40,25,7.1360,27.8,
2009,,Ice Age: Dawn of the Dinosaurs,Fox,45,72,Quest,Animation,4099,10171,196.60,687.90,884.50,90,9.8278,41.7,
2009,,Inglourious Basterds,Universal,88,87,Underdog,Adventure,3135,12024,120.50,193.00,313.60,70,4.4800,38,Supporting Actor
2009,,Inkheart,Warner Bros.,39,51,Quest,Adventure,2655,2862,43.30,16.90,62.50,60,1.0417,7.6,
2009,,Invictus,Warner Bros.,75,74,Underdog,Biography,2125,4052,38.10,11.60,53.90,60,0.8983,8.6,
2009,,It's Complicated,Universal,56,63,Love,Comedy,2887,7655,112.73,105.40,218.10,75,2.9080,22.1,
2009,,Knowing,Independent,33,50,Escape,Drama,3332,7384,146.30,37.00,183.30,50,3.6660,24.6,
2009,,Monsters Vs. Aliens,Paramount,72,65,Monster Force,Animation,4104,14454,198.40,183.20,381.50,175,2.1800,59.3,
2009,,My Bloody Valentine 3-D,Lionsgate,57,48,Pursuit,Crime,2534,8383,38.60,60.80,100.00,14,7.1429,21.2,
2009,,Night at the Museum: Battle of the Smithsonian,Fox,43,60,Quest,Action,4096,13226,177.20,235.80,413.00,150,2.7533,54.2,
2009,,Notorious,Fox,50,66,Tragedy,Biography,1638,12514,20.40,19.00,40.50,19,2.1316,20.5,
2009,,Obsessed,Sony,20,50,Rivalry,Drama,2514,11318,41.00,32.40,73.80,20,3.6900,28.6,
2009,,Paranormal Activity,Independent,82,56,Monster Force,Horror,760,25813,107.92,63.41,171.30,0.015,11420.0000,19.6,
2009,,Paul Blart: Mall Cop,Sony,33,50,Comedy,Action,3144,10125,80.00,103.30,183.30,26,7.0500,31.8,
2009,,Planet 51,Independent,22,45,Comedy,Animation,3035,4048,51.90,19.60,73.40,50,1.4680,12.3,
2009,,Saw VI,Independent,40,67,Escape,Horror,3036,4650,31.80,17.00,49.30,11,4.4818,14.1,
2009,,Sherlock Holmes,Warner Bros.,70,81,The Riddle,Action,3626,17183,197.60,197.00,394.60,90,4.3844,62.3,
2009,,Star Trek,Paramount,94,91,Revenge,Action,3849,19539,257.70,127.80,385.50,140,2.7536,75.2,
2009,,Taken,Independent,58,83,Pursuit,Action,3183,7765,145.00,81.80,226.80,25,9.0720,24.7,
2009,,Terminator Salvation,Independent,33,64,Monster Force,Action,3530,12056,125.30,246.70,372.00,200,1.8600,42.6,
2009,,The Blind Side,Independent,65,90,Rags To Riches,Biography,3110,10971,255.80,39.30,295.10,29,10.1759,34.1,Best Actress
2009,,Fantastic Mr. Fox,Fox,93,80,Rivalry,Animation,2033,3426,20.50,21.80,42.78,40,1.0695,7,
2009,,The Final Destination,Warner Bros.,29,52,Escape,Horror,3121,8782,66.50,86.10,152.60,40,3.8150,27.4,
2009,,The Hangover,Warner Bros.,79,87,Comedy,Comedy,3269,13759,277.30,190.00,467.30,35,13.3514,45,
2009,,The Hurt Locker,Independent,97,83,Quest,Drama,4,36338,14.70,3.40,18.10,15,1.2067,0.14,"Best Picture, Director, Original Screenplay"
2009,,The Lovely Bones,Paramount,32,57,Tragedy,Drama,2563,6635,44.00,48.30,92.30,65,1.4200,17,
2009,,The Men Who Stare at Goats,Independent,52,43,Comedy,Comedy,2443,5201,32.40,15.80,48.20,24,2.0083,12.7,
2009,,The Proposal,Disney,43,74,Love,Comedy,3056,11004,164.00,150.70,314.70,40,7.8675,33.6,
2009,,The Road,The Weinstein Company,75,65,Quest,Adventure,111,13534,7.90,6.50,14.30,25,0.5720,1.5,
2009,,The Taking of Pelham 1 2 3,Sony,51,60,Rescue,Action,3074,7603,65.50,84.60,150.00,110,1.3636,4.7,
2009,,The Time Traveler's Wife,Paramount,38,65,Love,Drama,2988,6233,40.60,37.60,79.70,39,2.0436,18.6,
2009,,The Twilight Saga: New Moon,Summit,27,78,Love,Drama,4024,35497,293.80,410.30,704.20,50,14.0840,142.8,
2009,,The Ugly Truth,Independent,14,68,Love,Comedy,2882,9579,88.90,116.40,205.30,38,5.4026,27.6,
2009,,The Unborn,Relativity Media,11,39,Monster Force,Horror,2357,8405,35.90,40.00,76.50,16,4.7813,19.8,
2009,,Transformers: Revenge of the Fallen,Paramount,20,76,Revenge,Action,4234,25736,402.10,434.20,836.30,210,3.9824,109,
2009,,Underworld: Rise of the Lycans,Sony,30,68,Rivalry,Action,2942,7080,37.00,50.80,91.10,35,2.6029,20.8,
2009,,Up,Disney,98,86,Journey and Return,Animation,3766,18085,293.00,434.00,727.10,175,4.1549,68.1,Animated
2009,,Up in the Air,Paramount,90,76,Maturation,Drama,1895,5947,83.82,78.20,162.02,25,6.4808,11.2,
2009,,Watchmen,Warner Bros.,64,68,Sacrifice,Action,3611,15291,107.50,77.70,185.30,138,1.3428,55.2,
2009,,Where the Wild Things Are,Warner Bros.,73,59,Journey and Return,Adventure,3735,8754,63.40,16.30,85.30,100,0.8530,32.7,
2009,,X-Men Origins: Wolverine,Fox,37,72,Revenge,Action,4099,20751,179.90,193.20,373.10,150,2.4873,85.1,
2009,,Zombieland,Sony,90,87,Monster Force,Action,3036,8147,49.20,42.50,93.30,23.6,3.9534,24.7,
2008,,Average,,46.34,58.74,,,2719.68,7373.23,59.62,75.72,124.34,50.19,3.37,19.60,
2008,,"10,000 B.C.",Warner Bros.,9,44,Rescue,Adventure,3410,10518,94.78,175.00,269.10,105.00,2.5629,35.9,
2008,,27 Dresses,Fox,40,71,Love,Comedy,3057,7526,76.81,83.50,160.30,30.00,5.3433,23.01,
2008,,Australia,Fox,55,69,Fish Out of Water,Adventure,2642,5602,46.69,161.80,129.40,78.00,1.6590,14.8,
2008,,Baby Mama,Independent,63,59,Discovery,Comedy,2543,6845,60.32,3.70,63.90,70.00,0.9129,17.41,
2008,,Bedtime Stories,Disney,25,63,rivalry,Comedy,3681,7457,85.35,102.77,85.40,80.00,1.0675,27.5,
2008,,Beverly Hills Chihuahua,Disney,41,56,Journey and Return,Adventure,3215,9114,93.12,54.76,116.00,20.00,5.8000,29.3,
2008,,Body of Lies,Warner Bros.,53,65,Temptation,Action,2710,4754,39.19,75.70,17.50,67.50,0.2593,12.9,
2008,,Bolt,Disney,89,76,rescue,Animation,3651,7182,109.90,195.93,289.30,150.00,1.9287,26.2,
2008,,Burn After Reading,Relativity Media,78,64,Comedy,Comedy,2651,7215,60.36,103.36,154.80,37.00,4.1838,19.13,
2008,,Changeling,Independent,62,84,quest,Drama,,,35.69,77.28,66.90,55.00,1.2164,9.4,
2008,,City of Ember,Independent,52,48,escape,Adventure,,,7.84,3.94,11.78,38.00,0.3100,3.13,
2008,,Cloverfield,Paramount,77,67,Monster Force,Action,3411,11744,80.05,90.72,170.80,25.00,6.8320,40.1,
2008,,Death Race,Universal,42,69,escape,Action,2532,4985,36.10,75.67,73.80,65.00,1.1354,12.62,
2008,,"Definitely, Maybe",Universal,71,72,Discovery,Comedy,2204,4430,32.01,23.20,55.00,7.00,7.8571,9.76,
2008,,Disaster Movie,Lionsgate,2,28,Rescue,Comedy,2642,2209,14.19,20.62,34.50,20.00,1.7250,5.8,
2008,,Doomsday,Relativity Media,48,47,Quest,Action,1936,2544,11.01,11.20,21.60,33.00,0.6545,4.9,
2008,,Doubt,Independent,78,75,riddle,Drama,,,18.73,17.46,18.70,25.00,0.7480,5.3,
2008,,Dr. Seuss' Horton Hears a Who!,Fox,79,75,rescue,Animation,3954,11384,154.53,142.60,297.00,85.00,3.4941,45,
2008,,Drillbit Taylor,Paramount,26,49,Comedy,Comedy,3056,3373,32.86,16.82,49.70,40.00,1.2425,10.3,
2008,,Eagle Eye,Paramount,27,72,pursuit,Action,3510,8305,101.18,76.62,175.90,80.00,2.1988,29.2,
2008,,Fireproof,Independent,40,51,love,Drama,839,8148,33.45,0.02,33.45,0.50,66.9000,6.84,
2008,,First Sunday,Independent,13,59,Comedy,Comedy,2213,8004,37.93,0.87,38.80,13.00,2.9846,17.7,
2008,,Fly Me to the Moon,Independent,18,26,Journey and Return,Animation,,,12.42,27.90,32.60,25.00,1.3040,1.9,
2008,,Fool's Gold,Warner Bros.,11,53,Quest,Adventure,3125,6909,70.23,,110.60,72.50,1.5255,21.6,
2008,,Forgetting Sarah Marshall,Independent,85,75,maturation,Comedy,2798,6791,62.93,42.00,104.80,30.00,3.4933,17.73,
2008,,Four Christmases,Warner Bros.,26,52,love,Comedy,,,118.25,43.58,149.60,80.00,1.8700,31.07,
2008,,Get Smart,Warner Bros.,51,73,Pursuit,Action,3911,9891,130.32,100.37,230.50,80.00,2.8813,38.7,
2008,,Ghost Town,Paramount,85,60,transformation,Comedy,1505,3330,13.25,13.71,24.00,20.00,1.2000,5.01,
2008,,Gran Torino,Independent,80,90,Temptation,Drama,,,148.10,114.25,262.34,167.00,1.5709,29.48,
2008,,Hancock,Sony,40,67,Discovery,Action,3965,15789,227.95,396.44,624.40,150.00,4.1627,62.6,
2008,,Harold and Kumar Escape from Guantanamo Bay,Warner Bros.,54,65,escape,Adventure,2510,5939,38.11,5.38,43.30,12.00,3.6083,14.91,
2008,,Hellboy II: The Golden Army,Universal,87,70,sacrifice,Action,3204,10780,75.79,84.40,158.90,82.50,1.9261,34.5,
2008,,High School Musical 3: Senior Year,Disney,65,76,love,Comedy,3623,11601,89.70,162.35,240.70,11.00,21.8818,42.03,
2008,,Igor,Independent,36,42,Temptation,Animation,2339,,19.44,11.22,27.60,30.00,0.9200,7.8,
2008,,In Bruges,Independent,81,85,Fish Out of Water,Crime,,,7.80,25.59,32.00,15.00,2.1333,0.46,
2008,,Indiana Jones and the Kingdom of the Crystal Skull,Paramount,77,59,Pursuit,Action,4260,23507,317.02,469.53,786.60,185.00,4.2519,100.1,
2008,,Iron Man,Paramount,94,91,Metamorphosis,Action,4105,24024,318.31,266.76,581.90,186.00,3.1285,98.62,
2008,,Journey to the Center of the Earth,Warner Bros.,61,55,Quest,Action,2811,7477,101.70,140.29,220.70,45.00,4.9044,21,
2008,,Jumper,Fox,16,50,Rescue,Action,3428,7980,80.17,142.06,222.20,82.50,2.6933,27.4,
2008,,Kit Kittredge: An American Girl,Warner Bros.,78,26,riddle,Drama,,,17.66,N/A,17.70,10.00,1.7700,3.3,
2008,,Kung Fu Panda,Paramount,88,83,Underdog,Animation,4114,14642,215.43,416.31,631.90,200.00,3.1595,60.24,
2008,,Lakeview Terrace,Sony,46,44,rivalry,Crime,2464,6090,39.26,5.39,43.80,20.00,2.1900,15,
2008,,Leatherheads,Universal,52,41,Rivalry,Comedy,2769,4580,31.23,9.93,41.00,58.00,0.7069,12.7,
2008,,Mad Money,Independent,22,51,Comedy,Comedy,2470,3132,20.67,5.74,26.10,22.00,1.1864,7.74,
2008,,Madagascar: Escape 2 Africa,Paramount,64,73,Journey and Return,Animation,4056,1559,176.93,423.89,462.30,150.00,3.0820,63.11,
2008,,Made of Honor,Sony,13,61,Love,Comedy,2729,5407,46.01,59.95,106.00,40.00,2.6500,14.76,
2008,,Mamma Mia!,Universal,53,76,Love,Comedy,2976,9325,143.76,465.71,572.20,66.00,8.6697,27.75,
2008,,Marley and Me,Fox,63,77,love,Comedy,3480,10448,106.51,99.56,111.80,55.00,2.0327,36.36,
2008,,Max Payne,Fox,16,36,Revenge,Action,3376,5225,40.66,44.73,84.20,35.00,2.4057,17.6,
2008,,Meet Dave,Fox,19,42,Fish Out of Water,Adventure,3011,1744,11.80,38.85,50.50,60.00,0.8417,5.25,
2008,,Meet the Spartans,Independent,2,31,comedy,Comedy,2605,7104,38.23,46.41,84.60,30.00,2.8200,18.51,
2008,,Milk,Universal,94,88,quest,Biography,36,40385,31.84,18.32,50.16,20.00,2.5080,1.5,"Best Actor, Original Screenplay"
2008,,Mirrors,Independent,14,49,monster force,Horror,2664,4190,30.69,46.80,73.40,35.00,2.0971,11.2,
2008,,Miss Pettigrew Lives for a Day,Independent,78,70,Love,Comedy,535,4655,12.31,2.86,15.17,60.00,0.2528,2.49,
2008,,My Best Friend's Girl,Lionsgate,14,51,Comedy,Comedy,2604,3174,19.22,22.40,36.20,20.00,1.8100,8.27,
2008,,Nim's Island,Independent,51,50,rescue,Adventure,3513,3760,48.01,52.07,99.90,37.00,2.7000,13.2,
2008,,Penelope,Summit,52,74,love,Comedy,,,10.01,10.73,20.75,15.00,1.3833,3.8,
2008,,Pineapple Express,Sony,68,74,Comedy,Action,3072,7567,87.34,14.28,101.50,26.00,3.9038,23.2,
2008,,Pride & Glory,Warner Bros.,34,54,Temptation,Crime,2585,2423,15.74,15.41,23.80,30.00,0.7933,6.26,
2008,,Prom Night,Independent,8,46,escape,Horror,2700,7705,43.87,,57.20,18.00,3.1778,20.81,
2008,,Punisher: War Zone,Lionsgate,27,47,Revenge,Action,2508,1703,8.05,0.15,8.19,30.00,0.2730,4.3,
2008,,Quantum of Solace,MGM,64,62,Revenge,Action,3451,19568,166.80,,567.00,230.00,2.4652,67.5,
2008,,Quarantine,Sony,59,46,Monster Force,Horror,2461,5775,31.69,,37.20,12.00,3.1000,14.2,
2008,,Rachel Getting Married,Independent,85,61,love,Drama,,,10.33,0.53,10.86,12.00,0.9047,0.29,
2008,,Rambo,Lionsgate,36,70,Rescue,Action,2751,6617,42.75,,113.20,47.50,2.3832,18.2,
2008,,Role Models,Universal,77,75,Discovery,Comedy,2792,6865,66.69,25.09,66.70,28.00,2.3821,19.17,
2008,,Saw V,Independent,13,63,Monster Force,Crime,3030,9822,56.75,57.12,103.60,10.80,9.5926,30.1,
2008,,Semi-Pro,Warner Bros.,21,41,underdog,Comedy,3121,4830,33.48,10.41,43.90,2.60,16.8846,15.08,
2008,,Sex and the City,Warner Bros.,49,81,love,Comedy,3285,17363,152.65,262.61,415.10,57.50,7.2191,57.04,
2008,,Sex Drive,Summit,46,61,Journey and Return,Adventure,2421,1490,8.40,2.01,10.41,19.00,0.5479,3.61,
2008,,Slumdog Millionaire,Independent,94,90,Underdog,Crime,,,101.89,236.59,198.00,15.00,13.2000,4.3,"Best Picture, Director, Adapted Screenplay"
2008,,Smart People,Independent,50,41,Transformation,Comedy,1106,3700,9.51,2.14,11.65,7.00,1.6645,4.09,
2008,,Space Chimps,Independent*,36,37,Transformation,Animation,2511,2860,30.11,34.73,63.80,37.00,1.7243,7.18,
2008,,Speed Racer,Warner Bros.,38,61,Quest,Action,3606,5174,43.95,50.00,93.40,120.00,0.7783,18.6,
2008,,Star Wars: The Clone Wars,Independent,19,46,sacrifice,Animation,3452,4233,35.16,33.12,65.60,8.50,7.7176,14.6,
2008,,Step Brothers,Sony,54,68,Comedy,Comedy,3094,10000,100.47,27.64,128.00,65.00,1.9692,30.94,
2008,,Step Up 2: The Streets,Disney,26,81,underdog,Drama,2470,7655,58.02,92.80,148.20,17.50,8.4686,18.91,
2008,,Stop-Loss,Paramount,65,27,Tragedy,Drama,1291,3528,10.92,0.26,11.18,25.00,0.4470,4.56,
2008,,Street Kings,Fox,37,62,The Riddle,Action,2467,5054,26.42,39.15,63.60,20.00,3.1800,12.5,
2008,,Superhero Movie,The Weinstein Company,15,36,Comedy,Comedy,2960,3212,25.87,45.35,71.10,65.00,1.0938,9.51,
2008,,Swing Vote,Disney,36,44,maturation,Comedy,2213,2815,16.29,1.34,33.40,20.00,1.6700,6.23,
2008,,The Bank Job,Independent,78,74,Quest,Thriller,1603,3702,30.06,34.76,63.80,20.00,3.1900,5.94,
2008,,The Boy in the Striped Pyjamas,Independent,63,84,Tragedy,Drama,,,8.70,31.37,33.00,12.50,2.6400,1.03,
2008,,The Chronicles of Narnia: Prince Caspian,Disney,66,78,fish out of water,Action,3929,14007,141.62,278.04,419.60,200.00,2.0980,55.03,
2008,,The Curious Case of Benjamin Button,Warner Bros.,73,81,love,Fantasy,2988,8987,79.01,206.42,322.00,160.00,2.0125,26.85,
2008,,The Dark Knight,Warner Bros.,94,96,Revenge,Thriller,4366,36283,530.92,468.58,996.90,185.00,5.3886,158.4,Supporting Actor
2008,,The Day the Earth Stood Still,Fox,19,34,Sacrifice,Thriller,3560,8562,74.30,153.73,230.00,100.00,2.3000,30.5,
2008,,The Duchess,Paramount,60,68,Love,Drama,,,13.85,29.46,34.30,13.50,2.5407,3.3,
2008,,The Express,Independent,62,73,Maturation,Biopic,2808,1625,9.79,0.01,9.81,37.50,0.2616,4.56,
2008,,The Eye,Lionsgate,22,51,Sacrifice,Horror,2436,5101,31.42,25.55,56.80,12.00,4.7333,12.4,
2008,,The Forbidden Kingdom,Relativity Media,64,65,journey and return,Action,3151,6791,52.08,75.90,128.80,55.00,2.3418,21.4,
2008,,The Incredible Hulk,Universal,67,75,Metamorphosis,Action,3505,15810,134.53,128.62,262.50,137.50,1.9091,55.14,
2008,,The Longshots,Independent,39,39,Quest,Comedy,2089,1953,11.51,0.23,11.74,30.00,0.3914,4,
2008,,The Love Guru,Paramount,14,38,Comedy,Comedy,3505,15810,32.20,8.63,40.80,62.00,0.6581,13.91,
2008,,The Other Boleyn Girl,Independent,41,65,tragedy,Drama,1166,7035,26.81,50.90,77.20,40.00,1.9300,8.2,
2008,,The Ruins,Paramount,46,32,rescue,Horror,2812,2846,17.43,5.30,22.60,25.00,0.9040,8,
2008,,The Secret Life of Bees,Fox,56,78,Maturation,Drama,1591,6617,37.43,2.18,37.80,11.00,3.4364,10.53,
2008,,The Spiderwick Chronicles,Paramount,79,67,fish out of water,Fantasy,3847,4940,71.20,91.64,162.80,92.50,1.7600,19,
2008,,The Spirit,Lionsgate,14,29,rivalry,Action,2509,2576,17.75,19.23,21.50,6.00,3.5833,6.5,
2008,,The Strangers,Relativity Media,44,48,Escape,Horror,2466,8515,52.60,29.79,77.60,9.00,8.6222,20.99,
2008,,The Tale of Despereaux,Universal,54,46,Rescue,Animation,3104,3255,50.87,37.84,88.72,55.00,1.6131,10.1,
2008,,The Visitor,Independent,92,83,Transformation,Drama,,,9.43,8.65,18.08,4.00,4.5195,0.09,
2008,,The Women,Warner Bros.,13,41,Transformation,Drama,2962,3415,26.90,23.11,46.10,16.00,2.8813,10.12,
2008,,The X-Files: I Want to Believe,Fox,32,34,monster force,Thriller,3185,3147,20.98,47.39,68.30,35.00,1.9514,10.1,
2008,,Traitor,Liberty Starz,55,66,Pursuit,Thriller,2054,3831,23.53,4.13,25.30,22.00,1.1500,7.9,
2008,,Transporter 3,Independent,36,58,escape,Action,2626,4594,31.72,77.26,60.90,30.00,2.0300,12.06,
2008,,Tropic Thunder,Paramount,83,69,fish out of water,Comedy,3319,7777,110.46,77.58,188.00,90.00,2.0889,25.81,
2008,,Twilight,Summit,49,82,Love,Romance,3419,20368,176.82,199.85,246.50,37.00,6.6622,69.64,
2008,,Tyler Perry's Meet the Browns,Independent,31,36,Discovery,Drama,2006,10011,41.98,0.00,41.98,20.00,2.0990,20.08,
2008,,Tyler Perry's The Family That Preys,Independent,51,36,Discovery,Drama,2070,8397,37.11,0.00,37.11,10.00,3.7110,17.38,
2008,,Untraceable,Independent,14,56,riddle,Thriller,2368,4795,28.69,23.97,52.50,35.00,1.5000,11.4,
2008,,Valkyrie,MGM,58,66,Sacrifice,Thriller,2711,7756,60.69,117.20,184.00,75.00,2.4533,21.03,
2008,,Vicky Cristina Barcelona,The Weinstein Company,82,73,temptation,Romance,692,5427,22.84,,77.20,16.00,4.8250,3.76,
2008,,WALL-E,Disney,96,89,love,Animation,3992,15803,223.78,,507.30,180.00,2.8183,63.09,Animated
2008,,Wanted,Universal,73,72,Transformation,Action,3175,16040,134.33,,342.10,75.00,4.5613,50.93,
2008,,"Welcome Home, Roscoe Jenkins",Universal,24,64,discovery,Comedy,2387,6790,42.19,,43.40,27.50,1.5782,16.21,
2008,,What Happens in Vegas,Fox,28,72,Love,Comedy,3215,6274,80.28,,219.30,150.00,1.4620,20.17,
2008,,Yes Man,Warner Bros.,43,72,Transformation,Comedy,3434,5318,79.41,,113.40,50.00,2.2680,18.26,
2008,,You Don't Mess with the Zohan,Sony,36,50,fish out of water,Comedy,3462,11130,100.02,,201.80,80.00,2.5225,38.53,
2008,,Zack and Miri Make a Porno,The Weinstein Company,64,70,Love,Romance,3735,3680,31.30,,36.60,24.00,1.5250,10.07,
2007,,Average,,50.72,68.01,,,2754.85,8189.84,86.10,105.38,191.47,62.93,3.61,25.78,
2007,,Juno,Fox,94,89,Maturation,Comedy,1019,10436,143.50,87.69,231.18,7.50,30.8246,10.6,Original Screenplay
2007,,Saw IV,Independent,18,70,Escape,Horror,3183,9976,63.30,76.05,139.35,10.00,13.9353,31.7,
2007,,Waitress,Independent,89,67,Love,Romance,605,3327,19.07,3.10,22.18,2.00,11.0897,2,
2007,,Superbad,Sony,88,87,Comedy,Comedy,2948,11211,121.46,48.41,169.87,20.00,8.4936,33,
2007,,The Simpsons Movie,Fox,90,78,Maturation,Comedy,3922,18877,183.14,343.93,527.07,75.00,7.0276,74,
2007,,300,Warner Bros.,60,90,Sacrifice,Action,3103,22844,210.61,245.45,456.07,65.00,7.0164,70.9,
2007,,The Game Plan,Disney,27,75,Discovery,Comedy,3103,7396,90.64,57.23,147.87,22.00,6.7213,22.9,
2007,,Knocked Up,Universal,91,83,Love,Comedy,2871,10690,148.77,70.23,219.00,33.00,6.6364,30.7,
2007,,No Country for Old Men,Paramount,95,84,Pursuit,Drama,860,9042,74.28,86.72,161.00,25.00,6.4400,7.8,"Best Picture, Director, Supporting Actor, Adapted Screenplay"
2007,,Harry Potter and the Order of the Phoenix,Warner Bros.,78,82,Quest,Adventure,4285,17998,292,647.88,939.88,150,6.2659,77.1,
2007,,Disturbia,Paramount,67,75,Pursuit,Thriller,2925,7598,80.21,37.55,117.76,20.00,5.8880,22.2,
2007,,Hitman,Fox,15,61,Quest,Action,2458,5362,39.69,60.28,99.96,17.50,5.7122,13.2,
2007,,Stomp the Yard,Independent,27,83,Maturation,Musical,2051,10645,61.36,14.15,75.51,14.00,5.3937,21.9,
2007,,Alvin and the Chipmunks,Fox,26,73,Comedy,Animation,3475,12750,217.33,143.14,360.47,70.00,5.1495,44.3,
2007,,P.S. I Love You,Independent,21,82,Love,Romance,2454,2641,53.70,99.40,153.09,30.00,5.1031,6.5,
2007,,Shrek the Third,Paramount,42,57,Quest,Animation,4122,29507,322.72,476.24,798.96,160.00,4.9935,121.6,
2007,,Transformers,Paramount,57,89,Monster Force,Action,4011,17577,319.25,389.03,708.27,150.00,4.7218,70.5,
